Area,Boro,AreaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
Canarsie,Brooklyn,neighborhood,374000.0,399000.0,359000.0,364000.0,389000.0,389000.0,379000.0,389500.0,389000.0,389500.0,434500.0,439000.0,439000.0,439500.0,472000.0,479000.0,449000.0,449000.0,439999.0,434000.0,439499.5,429000.0,444499.5,444499.5,409000.0,399000.0,398000.0,399000.0,399000.0,399000.0,399000.0,395000.0,399000.0,399000.0,399450.0,400000.0,399450.0,399000.0,399000.0,399950.0,419000.0,419000.0,455000.0,452500.0,459000.0,465000.0,449500.0,429900.0,439450.0,449000.0,449000.0,444450.0,450000.0,462000.0,450000.0,439000.0,450000.0,454500.0,444500.0,434000.0,429000.0,429000.0,434500.0,434500.0,429450.0,429900.0,429000.0,449450.0,449000.0,449500.0,439000.0,464000.0,429000.0,472000.0,472000.0,494499.5,484499.5,527000.0,499000.0,499000.0,489999.0,519950.0,549000.0,575000.0,575000.0,569000.0,554000.0,569000.0,572000.0,575000.0,569000.0,565000.0,579499.5,595000.0,599500.0,649000.0,649000.0,649000.0
Carroll Gardens,Brooklyn,neighborhood,899000.0,874000.0,897000.0,771400.0,741805.0,741805.0,700000.0,744610.0,769000.0,771400.0,771400.0,771400.0,769000.0,771400.0,750000.0,779430.0,775000.0,773000.0,770000.0,770000.0,769000.0,739000.0,744000.0,744000.0,725000.0,699000.0,712000.0,775000.0,825000.0,929000.0,912000.0,750000.0,839000.0,1450000.0,1450000.0,1417500.0,1532500.0,1482500.0,1150000.0,1875000.0,1587500.0,1200000.0,1125000.0,1195000.0,1410000.0,1460000.0,1625000.0,1810000.0,1947500.0,1712000.0,1024500.0,1650000.0,1712000.0,1850000.0,2150000.0,2300000.0,2439500.0,2100000.0,2150000.0,1849500.0,2000000.0,2342500.0,2210000.0,2050000.0,2150000.0,2497500.0,2595000.0,2100000.0,2625000.0,2535000.0,2595000.0,2917500.0,2917500.0,2675000.0,2750000.0,2700000.0,2599500.0,2485000.0,2495000.0,2650000.0,2750000.0,2495000.0,2375000.0,2287500.0,2495000.0,2750000.0,2485000.0,2675000.0,2450000.0,2495000.0,2402000.0,2450000.0,2422000.0,2495000.0,2472500.0,2495000.0,2495000.0,2562000.0
Castle Hill,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507499.5,444999.0,657000.0,,,762500.0,750000.0,762500.0,762500.0
Central Harlem,Manhattan,neighborhood,676287.5,675000.0,679500.0,679000.0,650000.0,624000.0,605000.0,602500.0,595000.0,595000.0,589000.0,595000.0,587000.0,575000.0,595000.0,571500.0,550000.0,549000.0,515000.0,532500.0,539900.0,527000.0,517000.0,508600.0,525000.0,539500.0,550000.0,559000.0,558000.0,557000.0,570500.0,584500.0,575000.0,590000.0,595000.0,597000.0,539000.0,485000.0,485000.0,498000.0,499000.0,525000.0,525000.0,550000.0,595000.0,649500.0,644500.0,655500.0,749000.0,739500.0,785000.0,785000.0,730000.0,773750.0,799000.0,705000.0,840000.0,865000.0,865000.0,897500.0,865000.0,840000.0,862500.0,899750.0,872500.0,850000.0,879500.0,974000.0,995000.0,975000.0,981500.0,1002450.0,949500.0,950000.0,998500.0,1074000.0,1034000.0,1013500.0,1100000.0,1026500.0,962500.0,921500.0,956000.0,964500.0,1040000.0,1035000.0,1062000.0,1100000.0,1100000.0,1100000.0,1099000.0,1065000.0,995000.0,989000.0,927000.0,949000.0,937000.0,975000.0
Central Park South,Manhattan,neighborhood,2875000.0,2750000.0,2750000.0,2750000.0,2750000.0,2725000.0,2725000.0,2587500.0,2750000.0,2700000.0,2499000.0,2597500.0,2597500.0,2472500.0,2295000.0,2375000.0,2472500.0,2450000.0,2450000.0,2500000.0,2300000.0,2195000.0,2195000.0,2375000.0,2169750.0,2300000.0,2297500.0,2057500.0,2197500.0,2425000.0,2197500.0,2197500.0,2495000.0,2197500.0,2097500.0,2472500.0,2497500.0,2472500.0,2422500.0,2600000.0,2600000.0,2750000.0,2850000.0,2800000.0,2900000.0,2785000.0,2950000.0,2800000.0,3250000.0,3425000.0,3122500.0,3250000.0,3200000.0,2900000.0,3192500.0,2950000.0,3185000.0,3250000.0,3225000.0,3185000.0,3150000.0,3250000.0,3950000.0,4495000.0,3949500.0,3949000.0,3647500.0,3450000.0,3647500.0,3500000.0,3695000.0,3600000.0,3597500.0,2995000.0,2985000.0,3422000.0,3347000.0,3272500.0,3200000.0,3000000.0,3472500.0,3320000.0,3195000.0,2895000.0,3045000.0,3002500.0,2872500.0,2662500.0,2622500.0,2790000.0,2795000.0,2776000.0,2776000.0,2750000.0,2750000.0,2750000.0,2895000.0,2947500.0
Central Queens,Queens,submarket,375000.0,339000.0,324500.0,315000.0,319000.0,299000.0,299000.0,289000.0,292499.5,295000.0,299000.0,328000.0,325000.0,315000.0,299000.0,287000.0,279888.0,285000.0,285000.0,279000.0,268444.0,268000.0,266000.0,265500.0,266000.0,269000.0,277000.0,290000.0,289000.0,289900.0,279999.0,269500.0,267000.0,269000.0,269000.0,269000.0,269000.0,259250.0,265000.0,265000.0,265750.0,259500.0,259000.0,259000.0,262000.0,265000.0,266500.0,269000.0,279000.0,285000.0,285000.0,279000.0,279000.0,282500.0,288388.5,289500.0,299000.0,322500.0,325000.0,325000.0,329000.0,329000.0,339000.0,331000.0,349000.0,375000.0,357000.0,379900.0,380000.0,385000.0,385000.0,382500.0,368000.0,369000.0,378000.0,425000.0,449000.0,450000.0,435000.0,428000.0,456500.0,475000.0,475000.0,491174.5,479000.0,491174.5,505000.0,515000.0,539000.0,559000.0,580000.0,549944.0,549444.0,539000.0,568500.0,575000.0,569000.0,559000.0
Chelsea,Manhattan,neighborhood,1595000.0,1590000.0,1544500.0,1475000.0,1399000.0,1349500.0,1344500.0,1315000.0,1255000.0,1199000.0,1175000.0,1195000.0,1195000.0,999000.0,1112500.0,1100000.0,940000.0,990000.0,982500.0,1017500.0,1100000.0,1025000.0,1082500.0,1040000.0,1100000.0,1162500.0,1180000.0,1195000.0,1250000.0,1195000.0,1195000.0,1065000.0,1097500.0,1292500.0,1325000.0,1295000.0,1400000.0,1437000.0,1500000.0,1500000.0,1652500.0,1800000.0,1730000.0,1645000.0,1635000.0,1757500.0,1765000.0,1820000.0,1695000.0,1680000.0,1797500.0,1727500.0,1665000.0,1840000.0,1995000.0,2195000.0,2350000.0,2350000.0,2410000.0,2457500.0,2547500.0,2420000.0,2695000.0,2195000.0,2495000.0,2495000.0,2495000.0,2595000.0,2375000.0,2295000.0,2330000.0,2295000.0,2197500.0,2212500.0,2400000.0,2495000.0,2500000.0,2599500.0,2500000.0,2495000.0,2495000.0,2495000.0,2399500.0,2510000.0,2459500.0,2395000.0,2450000.0,2605000.0,2550000.0,2495000.0,2622500.0,2485000.0,2370000.0,2460000.0,2495000.0,2762500.0,2650000.0,2349000.0
Chinatown,Manhattan,neighborhood,1430000.0,1415000.0,1555000.0,1555000.0,,1400000.0,1386500.0,1373000.0,1373000.0,1299000.0,,,824250.0,824250.0,999500.0,1210000.0,1495000.0,1345000.0,,,,,,,,700000.0,700000.0,749000.0,716500.0,899000.0,738000.0,794000.0,775000.0,725000.0,787500.0,810000.0,1172500.0,,1274000.0,904000.0,904000.0,998000.0,1091500.0,1091500.0,1524500.0,1750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437500.0,1437500.0,1640000.0,,,,,,,,,,,,,,,,,
City Island,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445000.0,445000.0,445000.0,450000.0,455000.0,510000.0,510000.0,,,,,,549500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,578000.0,561000.0,516500.0,519021.0,513510.5,503510.5,519021.0,519021.0,598000.0,599000.0,666500.0,666500.0,775000.0,,,766500.0,592010.5,539021.0,531521.0,534021.0,569021.0,599000.0,599000.0,699000.0
Civic Center,Manhattan,neighborhood,529000.0,539000.0,545000.0,644000.0,604500.0,,570000.0,565000.0,,,,,,560000.0,560000.0,560000.0,,,,,,,,,529000.0,,527500.0,527500.0,535000.0,527500.0,493500.0,518500.0,529500.0,529500.0,529500.0,560000.0,587000.0,587000.0,618000.0,618000.0,618000.0,,610000.0,589000.0,607000.0,662500.0,675000.0,745000.0,722500.0,700000.0,707500.0,715000.0,,,,,,,,,,,,,,,,,,,,,,,,,,877000.0,,,,,,,,,,824500.0,,,757000.0,,,,,,,
Clearview,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,553444.0,529000.0,534000.0,534000.0,,,,,,,,,,,,,,,,,,,,,,,,,670000.0,265500.0,,,258500.0,439000.0,275000.0,257500.0,,,,,165000.0,275000.0,589000.0,240000.0,,,,529444.0,,,278888.0,,,,,,,,,,679000.0,502000.0,729000.0,739000.0,,,,,773000.0,938500.0,819000.0
Clinton Hill,Brooklyn,neighborhood,471000.0,467000.0,465000.0,445000.0,419000.0,410000.0,399000.0,419000.0,457000.0,449000.0,440000.0,449000.0,440000.0,445000.0,438000.0,499000.0,499000.0,423500.0,413000.0,408000.0,405000.0,415000.0,410500.0,425000.0,418000.0,380000.0,411000.0,418000.0,419000.0,435000.0,467500.0,449000.0,472500.0,480000.0,490000.0,490000.0,515000.0,549500.0,575000.0,575000.0,585000.0,612000.0,699000.0,755000.0,694000.0,689000.0,692000.0,697000.0,699000.0,700000.0,699000.0,675000.0,675000.0,699000.0,630000.0,649000.0,717500.0,725000.0,852000.0,1125000.0,825000.0,825000.0,757000.0,722500.0,715000.0,725000.0,750000.0,775000.0,762000.0,712500.0,807000.0,904500.0,875000.0,875000.0,910000.0,1095000.0,949999.0,899500.0,1175000.0,1190000.0,899000.0,899000.0,899000.0,967000.0,899000.0,996000.0,875000.0,857500.0,870000.0,875000.0,992000.0,947000.0,1350000.0,1350000.0,1362500.0,1364500.0,1395000.0,999999.0
Co-op City,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobble Hill,Brooklyn,neighborhood,799000.0,799000.0,812000.0,799000.0,880000.0,882000.0,875000.0,879000.0,792500.0,810000.0,924497.5,1010000.0,995000.0,899995.0,875000.0,899497.5,651500.0,699000.0,825000.0,935000.0,597000.0,510000.0,510000.0,510000.0,676500.0,666500.0,790000.0,722000.0,549900.0,499000.0,485000.0,460000.0,460000.0,461000.0,460000.0,424000.0,451000.0,430000.0,604500.0,430000.0,437500.0,365175.0,649000.0,719000.0,779000.0,950000.0,1150000.0,1497500.0,2350000.0,2062500.0,2099000.0,2224500.0,2224500.0,2425000.0,2675000.0,2700000.0,2650000.0,2470000.0,2472500.0,1725000.0,2850000.0,2570000.0,1550000.0,1550000.0,1385000.0,1450000.0,1100000.0,1025000.0,1297500.0,1445000.0,1500000.0,1495000.0,1947500.0,1897500.0,1472500.0,1395000.0,1395000.0,1522500.0,1550000.0,2197500.0,1522500.0,2190000.0,2972500.0,2972500.0,3495000.0,2399000.0,1495000.0,1429000.0,1995000.0,2050000.0,2022500.0,2399000.0,1600000.0,2050000.0,1825000.0,1825000.0,3600000.0,3725000.0
College Point,Queens,neighborhood,560000.0,560000.0,560000.0,478000.0,491310.0,,446310.0,446310.0,446310.0,451310.0,451310.0,,,425000.0,441400.0,433200.0,441400.0,433200.0,450800.0,448800.0,455900.0,452800.0,450800.0,447100.0,452800.0,452800.0,460155.0,470000.0,465000.0,462000.0,465000.0,499500.0,544500.0,,,,,,,,,,,,,,,,,,,,,,,,657000.0,,,,,,,,,,,,,,,,,,,789000.0,789000.0,738000.0,738000.0,738000.0,,,,704500.0,,,,,908500.0,928888.0,898944.0,899000.0,897000.0,892000.0,875000.0,837500.0,979000.0,931500.0
Columbia St Waterfront District,Brooklyn,neighborhood,879000.0,879000.0,1074000.0,824500.0,700000.0,689500.0,699000.0,680000.0,662500.0,597000.0,639000.0,605000.0,600000.0,582000.0,549000.0,660000.0,654500.0,649000.0,659500.0,659000.0,664500.0,699000.0,799000.0,669000.0,662500.0,667000.0,664500.0,647000.0,647000.0,645000.0,649000.0,645000.0,649000.0,659000.0,689000.0,689000.0,669000.0,674000.0,822000.0,999499.5,999999.0,1137499.5,999999.0,999999.0,1247500.0,1250000.0,1210000.0,1297500.0,1212500.0,1350000.0,1250000.0,1175000.0,1050000.0,1185000.0,1185000.0,1175000.0,1100000.0,962500.0,,,,899000.0,1050000.0,1222500.0,1500000.0,1562500.0,1487500.0,1299000.0,1195000.0,1195000.0,1195000.0,1400000.0,1150000.0,1187500.0,1274500.0,1487000.0,1400000.0,1374500.0,1272499.5,1272499.5,1199500.0,1199500.0,1249000.0,,,,1299500.0,1200000.0,1474500.0,1150000.0,1100000.0,877000.0,895000.0,1238500.0,1324500.0,1100000.0,1298000.0,1500000.0
Concourse,Bronx,neighborhood,179950.0,184900.0,185000.0,185000.0,189900.0,189000.0,185000.0,185000.0,190000.0,171000.0,169500.0,169500.0,169000.0,169250.0,169000.0,169250.0,169250.0,169500.0,175000.0,174000.0,174000.0,174500.0,169500.0,170000.0,170000.0,174500.0,174500.0,168500.0,168000.0,156000.0,149000.0,156000.0,152000.0,152000.0,140000.0,152500.0,149000.0,152000.0,155000.0,160000.0,166500.0,165000.0,155000.0,154000.0,151450.0,151450.0,154000.0,155000.0,162495.0,167950.0,167950.0,155000.0,175000.0,165000.0,182250.0,190000.0,194500.0,190000.0,190000.0,187000.0,179000.0,199000.0,199000.0,199000.0,217000.0,225000.0,199500.0,229000.0,239000.0,249000.0,217000.0,204000.0,225000.0,225000.0,225000.0,259000.0,269000.0,289000.0,279000.0,289637.5,227000.0,227000.0,229000.0,259000.0,249000.0,217499.5,249000.0,279000.0,274000.0,249000.0,289000.0,325000.0,389000.0,337500.0,337500.0,347950.0,324900.0,312400.0
Coney Island,Brooklyn,neighborhood,,,,479000.0,,479000.0,369000.0,365000.0,367000.0,365000.0,367000.0,377000.0,372000.0,367000.0,372000.0,372000.0,,,,,,,,,,,,365000.0,,349000.0,362000.0,359000.0,359000.0,,,,,349000.0,349000.0,349000.0,332500.0,319000.0,319000.0,295000.0,295000.0,302000.0,302000.0,290000.0,290000.0,275000.0,290000.0,307000.0,287000.0,345000.0,350000.0,350000.0,384900.0,420000.0,424500.0,499000.0,487000.0,449000.0,479000.0,499000.0,489000.0,488000.0,469000.0,483500.0,459000.0,420500.0,372000.0,345000.0,411500.0,456000.0,459000.0,525000.0,494500.0,519000.0,459000.0,448000.0,471500.0,439000.0,444000.0,429000.0,403000.0,399000.0,403000.0,419000.0,430000.0,430000.0,426999.5,425000.0,422000.0,420000.0,425000.0,425000.0,430250.0,444000.0
Corona,Queens,neighborhood,,,,,,250000.0,,,250000.0,,179000.0,179000.0,219000.0,179000.0,179000.0,171500.0,171500.0,155000.0,179900.0,179900.0,152000.0,155000.0,167450.0,152000.0,144500.0,149000.0,155000.0,155000.0,152000.0,155000.0,422000.0,422000.0,422000.0,350000.0,422000.0,395000.0,350000.0,280000.0,155000.0,152499.5,144999.5,140000.0,162000.0,165000.0,215000.0,168000.0,191500.0,242499.5,215000.0,218999.5,269999.0,239500.0,195500.0,160000.0,160000.0,229000.0,229500.0,155000.0,192000.0,175000.0,175000.0,369500.0,369000.0,320000.0,369000.0,369000.0,179000.0,,294000.0,418500.0,418500.0,388000.0,418500.0,650000.0,739500.0,739500.0,739500.0,739500.0,739500.0,449000.0,739500.0,829000.0,862500.0,839500.0,404000.0,549000.0,425000.0,549000.0,449000.0,799000.0,625000.0,629000.0,725000.0,698500.0,799000.0,699000.0,724444.0,1061500.0
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Heights,Brooklyn,neighborhood,473000.0,464100.0,464550.0,470500.0,475000.0,450000.0,445000.0,432500.0,410000.0,420000.0,425000.0,425000.0,425000.0,425000.0,417500.0,449750.0,469000.0,469000.0,469000.0,469000.0,469000.0,449500.0,440000.0,444500.0,449000.0,444500.0,399000.0,425000.0,434500.0,495000.0,495000.0,510000.0,497000.0,520000.0,555000.0,569000.0,562000.0,549000.0,597000.0,599000.0,650000.0,745000.0,745000.0,699000.0,745000.0,749000.0,749000.0,749000.0,775000.0,810000.0,779000.0,779500.0,779500.0,789000.0,767000.0,780000.0,849000.0,884000.0,849000.0,799000.0,800000.0,799999.5,800000.0,819000.0,849500.0,757500.0,799000.0,899000.0,995000.0,962000.0,1095000.0,1099000.0,1047000.0,1095000.0,1099000.0,1099000.0,1100000.0,1070000.0,950000.0,950000.0,996500.0,966000.0,995000.0,935000.0,980000.0,899000.0,970000.0,999000.0,980000.0,982000.0,978000.0,979000.0,978000.0,969000.0,999000.0,1049990.0,1185000.0,1197000.0
DUMBO,Brooklyn,neighborhood,969000.0,975000.0,1072500.0,1050000.0,1089750.0,1120000.0,1195000.0,1174750.0,1157500.0,1155000.0,979000.0,987000.0,980000.0,1049000.0,1062500.0,975000.0,970000.0,895000.0,980000.0,1050000.0,999000.0,946995.0,910500.0,1057990.0,1097000.0,1089990.0,1049990.0,946995.0,999495.0,1090000.0,1149000.0,1129000.0,965000.0,999000.0,1047500.0,1075000.0,1009500.0,895000.0,909000.0,964000.0,1035000.0,1095000.0,999950.0,1299000.0,1447500.0,1500000.0,1750000.0,1775000.0,1700000.0,1625000.0,1447500.0,1399499.5,1359500.0,1399000.0,1399000.0,1399999.0,1400000.0,2090000.0,2412000.0,2225000.0,2410000.0,2325000.0,2225000.0,2337000.0,2499500.0,2447500.0,2332500.0,2540000.0,2499000.0,2499000.0,2722500.0,2812500.0,2695000.0,2695000.0,2500000.0,2645000.0,2584139.5,2599000.0,2790000.0,2780000.0,2549000.0,2549000.0,2549000.0,2695000.0,2545000.0,2540000.0,2297500.0,2286000.0,2277000.0,2297500.0,2188500.0,2295000.0,2695000.0,2449500.0,2197500.0,2595000.0,2710000.0,2860000.0
Ditmas Park,Brooklyn,neighborhood,515000.0,492000.0,452500.0,449000.0,466400.0,469000.0,469000.0,440000.0,450000.0,440000.0,455000.0,464500.0,457500.0,455000.0,460000.0,455000.0,455000.0,455000.0,457500.0,469625.0,469000.0,469000.0,460000.0,447500.0,455000.0,474500.0,474500.0,469625.0,460000.0,439000.0,362500.0,332000.0,357000.0,385000.0,359000.0,359000.0,329000.0,340000.0,389000.0,352000.0,375000.0,329000.0,349000.0,375000.0,375000.0,359000.0,354500.0,352500.0,399000.0,445000.0,435000.0,475000.0,650000.0,679000.0,727000.0,625000.0,537500.0,740000.0,817500.0,849000.0,812500.0,809500.0,629000.0,687000.0,725000.0,1175000.0,999999.0,1073999.5,870000.0,870000.0,699000.0,699000.0,525000.0,585000.0,599000.0,585000.0,595000.0,699000.0,860000.0,999000.0,1499000.0,1399000.0,1399000.0,1574000.0,1549000.0,1600000.0,1499000.0,1399000.0,869000.0,1323500.0,1234000.0,969000.0,1398500.0,1430000.0,1334000.0,1270000.0,1549000.0,1495000.0
Douglaston,Queens,neighborhood,899800.0,938000.0,879000.0,674500.0,,,879000.0,914000.0,889500.0,1142500.0,890000.0,889500.0,889500.0,558500.0,889000.0,,,,943900.0,998800.0,845000.0,845000.0,792000.0,707000.0,,,714500.0,788000.0,737000.0,727500.0,,,,,,,808000.0,,,,,,,1075000.0,795000.0,795000.0,1112500.0,1022500.0,1147500.0,1147500.0,1195000.0,1100000.0,983000.0,998000.0,998500.0,999000.0,999000.0,999000.0,1088888.0,1088888.0,1165000.0,1099000.0,1098000.0,971500.0,1048000.0,1124500.0,1288500.0,1354000.0,1280000.0,1304000.0,1354000.0,1328000.0,1299000.0,1289500.0,1289500.0,1050000.0,1022500.0,1099999.0,1099000.0,1288500.0,1299000.0,1390000.0,1380000.0,1349000.0,1324000.0,1258500.0,1238000.0,1289000.0,1289000.0,1238000.0,1198500.0,1218000.0,1289500.0,999000.0,1262000.0,1125000.0,1062000.0,1035000.0
Downtown Brooklyn,Brooklyn,neighborhood,525000.0,530000.0,527500.0,525000.0,497375.0,510000.0,485000.0,477000.0,470000.0,459787.5,459575.0,524950.0,515250.0,515000.0,525000.0,515000.0,529650.0,551500.0,560000.0,566000.0,582000.0,563000.0,575000.0,582000.0,589000.0,599000.0,618500.0,640000.0,677000.0,639000.0,670000.0,717000.0,625000.0,599000.0,610000.0,654441.5,650000.0,690000.0,785000.0,699000.0,650000.0,650000.0,649995.0,650000.0,740000.0,740000.0,689000.0,712000.0,699000.0,705000.0,712500.0,787000.0,699500.0,690000.0,761000.0,865000.0,890000.0,890000.0,890000.0,960000.0,996000.0,1196000.0,1131000.0,971500.0,996000.0,1120500.0,1338500.0,1195000.0,992500.0,925000.0,925000.0,983500.0,969000.0,949000.0,925000.0,999000.0,925000.0,922500.0,957500.0,877000.0,897000.0,891173.5,917948.0,902909.5,887347.0,884446.0,897321.0,902959.5,906378.0,906378.0,905919.0,905919.0,906378.0,931701.5,942005.0,935000.0,1022000.0,1049000.0
Dyker Heights,Brooklyn,neighborhood,,694000.0,824500.0,799000.0,649000.0,972000.0,898888.0,863944.0,863500.0,863500.0,898000.0,829000.0,863500.0,898000.0,774000.0,709000.0,675000.0,660000.0,660000.0,610000.0,610000.0,611500.0,,,,,,758500.0,,,,,,778000.0,778000.0,,,,,769000.0,814000.0,988000.0,,943500.0,,,819000.0,799000.0,750000.0,729000.0,746000.0,762500.0,792000.0,799000.0,930000.0,895000.0,930000.0,895000.0,943000.0,950000.0,995000.0,1047500.0,957000.0,899000.0,919000.0,949000.0,897000.0,891500.0,949500.0,1072500.0,999000.0,1080885.0,1039942.5,1065442.5,1144000.0,1050000.0,1022500.0,1095000.0,1200000.0,1200000.0,995000.0,990000.0,1100000.0,1129000.0,1114500.0,1129000.0,1270000.0,1298000.0,1293000.0,1199000.0,1180000.0,1199000.0,1274500.0,1224500.0,1299000.0,1312000.0,1299000.0,1389000.0
East Brooklyn,Brooklyn,submarket,450000.0,455000.0,475000.0,465000.0,450000.0,450000.0,450000.0,450000.0,440000.0,449000.0,430000.0,430000.0,430000.0,430000.0,440000.0,450000.0,450000.0,450000.0,449000.0,449000.0,450000.0,440000.0,449000.0,450000.0,465000.0,449000.0,429000.0,449000.0,469000.0,499000.0,499000.0,512500.0,519000.0,499000.0,499450.0,499450.0,489000.0,459000.0,489000.0,527500.0,499000.0,499000.0,549000.0,599000.0,649000.0,695000.0,720000.0,699000.0,750000.0,767000.0,750000.0,775000.0,787000.0,799000.0,799999.0,829995.0,850000.0,882499.5,899000.0,875000.0,877499.5,869000.0,875000.0,850000.0,899000.0,899000.0,921500.0,949000.0,995000.0,975000.0,995000.0,998500.0,999000.0,999000.0,999000.0,999000.0,999000.0,995000.0,975000.0,969000.0,990000.0,999000.0,999000.0,985500.0,950000.0,949000.0,964500.0,999000.0,985000.0,995000.0,998500.0,996500.0,998500.0,999000.0,999999.0,1050000.0,1049994.5,1050000.0
East Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679000.0,779500.0,,,,,864500.0,,,,,,,,,,,,,895000.0,759000.0,759000.0,848500.0,848000.0,849000.0,849500.0,820000.0,750000.0,785000.0,785000.0,750000.0,750000.0,,,,
East Flatbush,Brooklyn,neighborhood,194000.0,204000.0,249500.0,249000.0,289000.0,344000.0,359000.0,237500.0,234000.0,247000.0,242000.0,245000.0,245000.0,349000.0,349999.0,359000.0,360000.0,329000.0,342500.0,324500.0,324500.0,324500.0,324000.0,324000.0,324500.0,327500.0,335000.0,300000.0,319500.0,267000.0,295000.0,240000.0,252500.0,239000.0,240000.0,239500.0,287500.0,238250.0,285000.0,298950.0,299900.0,265000.0,285000.0,285000.0,292450.0,237500.0,260000.0,260000.0,350000.0,299450.0,264000.0,239500.0,330000.0,339500.0,354500.0,374500.0,349000.0,377000.0,380000.0,399000.0,399000.0,449000.0,474000.0,469498.5,469498.5,476999.5,484000.0,489000.0,469997.0,477000.0,469000.0,459000.0,450000.0,475000.0,479000.0,499000.0,509500.0,519000.0,510000.0,499999.0,499000.0,499999.0,523000.0,549000.0,549000.0,577500.0,582500.0,587000.0,569000.0,549000.0,550000.0,549000.0,549000.0,549000.0,549000.0,550000.0,569000.0,571450.0
East Harlem,Manhattan,neighborhood,499000.0,489000.0,490000.0,475000.0,469000.0,451950.0,472000.0,495000.0,495500.0,480000.0,482500.0,435000.0,435000.0,442000.0,444500.0,435000.0,485000.0,462450.0,437500.0,432500.0,425000.0,425000.0,425000.0,420000.0,405000.0,425000.0,430000.0,432500.0,442000.0,462000.0,498000.0,523000.0,524000.0,535000.0,579000.0,669500.0,671000.0,677000.0,676000.0,685000.0,671000.0,695000.0,646400.0,620000.0,668000.0,777000.0,800800.0,800800.0,811800.0,797000.0,690000.0,688500.0,644500.0,715000.0,698000.0,699000.0,684500.0,607500.0,752500.0,808500.0,779000.0,862725.0,850000.0,862725.0,715000.0,707500.0,700000.0,787968.0,777375.0,770750.0,799000.0,797293.5,799000.0,730000.0,767500.0,760000.0,720000.0,730000.0,767500.0,782875.0,825000.0,800000.0,860225.0,875450.0,875000.0,896725.0,949000.0,937000.0,949000.0,875000.0,849000.0,853000.0,830000.0,847750.0,797500.0,870000.0,875225.0,885225.0
East New York,Brooklyn,neighborhood,333624.0,304325.0,304825.0,300000.0,300000.0,309650.0,299500.0,304325.0,344450.0,323624.0,323624.0,337248.0,337248.0,359000.0,399499.5,399499.5,392000.0,392000.0,397000.0,392000.0,379499.5,379000.0,359500.0,349000.0,320000.0,359500.0,359500.0,399000.0,399000.0,404500.0,399000.0,362000.0,273512.5,268025.0,266150.0,266150.0,265212.5,266150.0,266150.0,266150.0,266150.0,268025.0,268025.0,268650.0,267087.5,304000.0,301500.0,329000.0,339000.0,349000.0,399000.0,399000.0,425000.0,439000.0,400000.0,449000.0,449000.0,449000.0,449500.0,469000.0,449000.0,475000.0,479000.0,495000.0,549000.0,549000.0,549000.0,549000.0,532000.0,512499.5,499000.0,525000.0,512000.0,459499.5,449499.5,472500.0,499000.0,497000.0,509000.0,535000.0,599000.0,610000.0,627000.0,615000.0,627000.0,635000.0,664500.0,659000.0,679000.0,699000.0,699000.0,699000.0,699000.0,699000.0,745000.0,719000.0,724000.0,729000.0
